citation_id,citation_label,date_year,protocol_ids,study_name,study_acronym,study_type,disease_phenotype,primary_research_focus,funding_source,award_num,foa
308,ConwayK2018a,2018,530301|540402|540601|560101|560102|570201|650301|662501|710701|710801|711101|720101|720801|740401|740501|740601,Population Assessment of Tobacco and Health,PATH,Health Surveys,Adolescent Behavior|Mental Disorders|Substance-Related Disorders|Tobacco Use|Tobacco Use Disorder,Examined co-occurrence of substance use and mental health problems across tobacco producs amonth youth in PATH study.,"NIDA NIH HHS,Intramural NIH HHS","HHSN271201100027C,Z99 DA999999","NA,NA"
311,Garcia-CazarinM2020a,2020,710101|710201|710301|710302|710401|710501|710502|710601|710701|710801|710901|711001|711101|720101|720201|720301|720401|720501|720601|720602|720801|720901|721001|730101|730301|730401|730501|730502|730701|730702|730703|730801|730901|740101|740201|740401|740501|740601|740701|740801|740802|740803|740804|740901|740902|740903|740904|740905|740906|740907|741001|741101|741201|741202|741203|741301|741401|750101|750201|750301|750302|750501|750601|750701|750801|750901|751001|751201|751401|751501,Host–Agent–Vector–Environment,HAVE,,Vaping,to describe the focus and comprehensiveness of domains measured in e-cigarette research.,,,
312,HitzM2014a,2014,10101|10501|10601|10701|10901|11001|11101|11301|20901|21501|30602|50701|60501|120502|150901|180801|211201,,,Surveys and Questionnaires,Depression,Examining vacation length and mental health/depression,,,
314,BrincksA2018a,2018,,,,Longitudinal Studies|Randomized Controlled Trials as Topic|Validation Studies as Topic,Depression,,"NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NCI NIH HHS,NIMH NIH HHS,NIDA NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NHLBI NIH HHS,NIDA NIH HHS,National Alliance for Research on Schizophrenia and Depression,NIMH NIH HHS,NIDA NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NCATS NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NIMH NIH HHS,NCHHSTP CDC HHS,William T. Grant Foundation","R01 DA018374,R01-DA13773,R01-DA007029,R01 MH052270,R01 MH064735,K07 CA154862,R01-MH048696,R01 DA007031,R01 MH049155,R01 MH040859,K23 MH071320,R01 HL127491,R01 DA017462,Young Investigator Grant,R03-MH048118,R01 DA025894,R01 MH064503,R01 MH063042,R01 MH064717,UL1 TR000460,K08 MH072918,P30 MH068685,R01 MH064707,U01 PS000671,961730","NA,NA,NA,NA,PA-01-123/PA-07-092,PAR-09-078,NA,PA-10-067/PA-94-56,PA-07-070,PA-07-070,PA-00-004,PAR-12-198,RFA-DA-03-012,NA,NA,RFA-DA-08-007,PA-01-123/PA-07-092,RFA-MH-00-009,PA-01-123/PA-07-070,RFA-RM-10-001,PA-00-003,PAR-01-089,NA,RFA-PS-07-003,NA"
315,BrownL2018a,2018,770101,Healthy Fit,,Epidemiological|Follow-Up Studies,"Colorectal Neoplasms|Influenza, Human|Papillomaviridae|Obesity|Diabetes Mellitus|Cardiovascular Diseases|Hypertension|Pneumonia",Evaluated the effectiveness of Helathy Fit in reaching Hispanic Americans facing health disparities. ,NCI NIH HHS,U54 CA153505,RFA-CA-09-032
316,CaoY2018a,2018,,,,,"Diabetes Mellitus, Type 2|Obesity",,NIDDK NIH HHS,P30 DK020541,RFA-DK-13-004/RFA-DK-18-020
317,ChaC2018a,2018,,,,,Adolescent Behavior|Bullying|Suicidal Ideation|Suicide,,NIDA NIH HHS,HHSN271201500513P,
318,ChenA2018a,2018,,,,Longitudinal Studies,Tobacco Smoking|Tobacco Use Disorder,,"NIDA NIH HHS,NIDA NIH HHS,NCATS NIH HHS,NCATS NIH HHS","P50 DA036107,R01 DA026815,UL1 TR000127,UL1 TR002014","RFA-DA-13-003/PA-18-591,PA-10-067,RFA-RM-10-001,PAR-15-304"
319,ChenL2018a,2018,,,,Clinical Trials as Topic|Genomics|Precision Medicine,Smoking|Smoking Cessation|Tobacco Use Disorder,,"NHLBI NIH HHS,NHLBI NIH HHS,NIDA NIH HHS,NIAAA NIH HHS,NCI NIH HHS,NIMHD NIH HHS,Medical Research Council,NIDA NIH HHS,NHLBI NIH HHS,NIDA NIH HHS,NIDA NIH HHS","R01 HL089897,R01 HL109031,R01 DA038076,R44 AA027675,P30 CA091842,U54 MD008149,MC_UU_12013/2,R21 DA033813,R01 HL089856,R43 DA041211,RC2 DA028793","PA-11-260/PA-14-003,PA-10-067/PA-16-160,PA-13-302,PA-18-591/PA-16-302,PA-20-272/PAR-13-386/PAR-17-095,RFA-MD-12-005,NA,PA-11-034,PA-11-260,PA-15-269,RFA-OD-09-004"
320,ChenL2018b,2018,20202|20702|21601,Growing Up in Singapore Towards Healthy Outcomes,GUSTO,Cohort Studies,Adiposity|Obesity|Body Weight|Anthropometry|Abdominal Fat|Body Mass Index,Identify anthropometric measures that adequtely reflect neonatal adiposity.,"British Heart Foundation,Medical Research Council,Medical Research Council,Medical Research Council,Medical Research Council,Medical Research Council","RG/15/17/31749,MC_U147574226,MC_UP_A620_1017,MC_U147574222,MC_UU_12011/4,MR/J000094/1","NA,NA,NA,NA,NA,NA"
321,ClausE2018a,2018,31101,dACC response to presentation of negative feedback predicts stimulant dependence diagnosis and stimulant use severity,,Severity of Illness Index,Cocaine-Related Disorders,"To better characterize the nature and clinical relevance, of SDIs'' error-monitoring processes.",NIDA NIH HHS,R01 DA026932,PA-07-226
323,FeldsteinE2018a,2018,,,,Longitudinal Studies,Cognition,,"NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","U24 DA041147,U01 DA051039,U01 DA041120,U01 DA041093,U24 DA041123,U01 DA041022,U01 DA041106,U01 DA041148,U01 DA041174,U01 DA041025,U01 DA050989","RFA-DA-20-004/PA-18-591/RFA-DA-15-014,RFA-DA-20-002,RFA-DA-15-015/RFA-DA-20-002/PA-18-591,RFA-DA-15-015/RFA-DA-20-002,RFA-DA-15-016/PA-18-591/RFA-DA-20-003,RFA-DA-20-002,RFA-DA-15-015/RFA-DA-20-002/PA-18-591,RFA-DA-15-015/RFA-DA-20-002,RFA-DA-15-015/PA-18-586/PA-20-166/RFA-DA-20-002,RFA-DA-15-015/PA-18-586/RFA-DA-20-002/PA-18-591,RFA-DA-15-015/RFA-DA-20-002/PA-18-591,RFA-DA-15-015/RFA-DA-20-002,RFA-DA-15-015/RFA-DA-20-002/PA-18-591,RFA-DA-15-015/RFA-DA-20-002,RFA-DA-15-015/RFA-DA-20-002,RFA-DA-20-002"
325,GreenV2018a,2018,,,,Longitudinal Studies,Cigar Smoking|Cigarette Smoking|Obesity|Tobacco Use,,"NIDA NIH HHS,Intramural NIH HHS","HHSN271201100027C,Z99 DA999999","NA,NA"
326,GurR2018a,2018,,,,Longitudinal Studies,Cognition|Psychotic Disorders,,,,
327,HobkirkA2018a,2018,30902|120602|180501,Pennsylvania Adult Smoking Study,PASS,Cohort Studies,"Depression|Stress, Psychological|Tobacco Use Disorder",To assess if lower income smokers hav ea stronger association between stress and nicotine dependence than higher income smokers.,"NCATS NIH HHS,NCATS NIH HHS,NIDA NIH HHS,NCATS NIH HHS,NCATS NIH HHS","KL2 TR002015,UL1 TR002014,R01 DA026815,KL2 TR000126,UL1 TR000127","PAR-15-304,PAR-15-304,PA-10-067,RFA-RM-10-001,RFA-RM-10-001"
330,LilienfeldS2018a,2018,,,,,Antisocial Personality Disorder|Calcinosis,,NIGMS NIH HHS,T32 GM108540,PA-16-152/PA-11-184
331,MerzE2018a,2018,101301|120201,"Pediatric Imaging, Neurocognition and Genetics Study",PING,Prospective Studies,"Depression|Stress, Psychological",Whether SES and amygdala volume were associated with children''s level of anxiety and depression.,"NIDA NIH HHS,NIMH NIH HHS","RC2 DA029475,T32 MH013043","RFA-OD-09-004,PA-02-109/PA-16-152/PA-11-184"
332,MulderN2018a,2018,,,,Precision Medicine,,,"NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS","U24 HG006941,UH3 HG007008,U01 HG008224,U24 HG007008,U54 HG006938","RFA-RM-16-011,RFA-RM-12-003,RFA-RM-13-005/PA-14-077,RFA-RM-18-020,RFA-RM-16-016/RFA-RM-11-008"
333,OluwoyeO2018a,2018,230801,Using a randomized controlled trial to test whether modifications to contingency management improve outcomes for heavy drinkers with serious mental illness,,Follow-Up Studies,"Alcohol Abstinence|Alcohol Drinking|Mental Disorders|Reinforcement, Psychology|Reward","To determine if pre-treatment heavy drinkers, defined by uEtG, with SMI achieve higher levels of alcohol abstinence when they receive an increased magnitude of reinforcement for abstinence.","NIDA NIH HHS,NIAAA NIH HHS","P30 DA040500,R01 AA020248","PAR-18-225/PA-16-287/PA-18-591/PAR-14-186,PA-10-100/PA-15-299"
336,PreszlerJ2018a,2018,,,,,Mental Disorders,,Anthony Marchionne Foundation for the Scientific Study of Human Relations and Psychological Processes,,
337,QiW2018a,2018,,,,,,,NIMH NIH HHS,R01 MH101227,PA-11-260
338,RobinsonR2018a,2018,540501,Effect of e-liquid flavor on electronic cigarette topography and consumption behavior in a 2- week natural environment switching study,,observational study,Vaping,A natural enviornment observational study was conducted on experienced ENDS users to measure the effect of e-liquid flavor on topography and consumption behavior.,,,
339,RosasL2018a,2018,,,,Telemedicine,Chronic Disease|Obesity|Risk Reduction Behavior,,AHRQ HHS,R01 HS022702,PA-13-045
340,SacconeN2018a,2018,,,,Clinical Trials as Topic|Metabolomics|Pharmacogenetics|Precision Medicine,Smoking|Smoking Cessation,,"NHLBI NIH HHS,Medical Research Council,NIDA NIH HHS,NIAAA NIH HHS,NIDA NIH HHS,NIMHD NIH HHS,NIDA NIH HHS,NHLBI NIH HHS","R01 HL089897,MC_UU_12013/2,R01 DA038076,R44 AA027675,R43 DA041211,U54 MD008149,R21 DA033813,R01 HL089856","PA-11-260/PA-14-003,NA,PA-13-302,PA-18-591/PA-16-302,PA-15-269,RFA-MD-12-005,PA-11-034,PA-11-260"
341,SalazarL2018a,2018,,,,Longitudinal Studies|Surveys and Questionnaires,Sexual Behavior,,"Intramural CDC HHS,NCIPC CDC HHS","CC999999,U01 CE002123","NA,RFA-CE-12-003"
342,SchleicherN2018a,2018,710601,Advancing Science and Policy in the Retail Enviornment,ASPiRE,Sampling Studies,Costs and Cost Analysis|Tobacco Products|,"Validate a common measure of cigarette price in research on minimum price compliance, effects of taxe increase, and industry marketing.","NCI NIH HHS,NCI NIH HHS","R01 CA067850,U01 CA154281","PA-07-070/PA-13-302,RFA-CA-10-008"
343,StanfillA2018a,2018,,,,Genomics,Alzheimer Disease,,,,
346,ArisI2017b,2017,20303|20304|20305|20702|20703|21301|21501,Growing Up in Singapore Towards Healthy Outcomes,GUSTO,Cohort Studies,Cardiovascular Diseases|Metabolic Diseases,"Examine infant BMI peak in Asian populations, in whom the risk of metabolic disease is higher.","British Heart Foundation,Medical Research Council,Medical Research Council,Medical Research Council,Medical Research Council,Medical Research Council","RG/15/17/31749,MC_U147574226,MC_UP_A620_1017,MC_U147574222,MC_UU_12011/4,MR/J000094/1","NA,NA,NA,NA,NA,NA"
347,RiceM2016a,2016,200301|200302|200401|200502|200504|200505|200701|200802|200901|201201|201402,,,Genomics|Biomedical Research,Language Disorders,Language phentotypes that have shown significant promise in current research on developmental language disorders and that are grounded in what is known about typical language acquisition. ,,,
348,BennettS2011a,2011,,,,Case-Control Studies|Genome-Wide Association Study|Molecular Epidemiology,Cooperative Behavior,,"NINDS NIH HHS,NHGRI NIH HHS,NIDA NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHLBI NIH HHS,NHGRI NIH HHS,NCRR NIH HHS,NCI NIH HHS,NHLBI NIH HHS,NCI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NINDS NIH HHS,NIDDK NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NINDS NIH HHS,NIAAA NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHLBI NIH HHS,NHGRI NIH HHS,NHLBI NIH HHS,NCRR NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NEI NIH HHS,NIDCR NIH HHS,NHLBI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NCI NIH HHS,CIHR,NIDCR NIH HHS,NHLBI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,Intramural NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NCI NIH HHS,NHGRI NIH HHS,NIDA NIH HHS,NHGRI NIH HHS,NIDDK NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NHLBI NIH HHS,NCI NIH HHS,Intramural NIH HHS,NIDCR NIH HHS,NIDCR NIH HHS,NHGRI NIH HHS,NEI NIH HHS,NHLBI NIH HHS,NHGRI NIH HHS,NCI NIH HHS,NIDCR NIH HHS,NCI NIH HHS,NHGRI NIH HHS,NHLBI NIH HHS,NIDCR NIH HHS,NHGRI NIH HHS,NIAAA NIH HHS,NEI NIH HHS,NHGRI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHLBI NIH HHS,NHGRI NIH HHS,NCI NIH HHS,NHGRI NIH HHS,NCI NIH HHS,NHGRI NIH HHS,NCI NIH HHS,NEI NIH HHS,NHLBI NIH HHS,NHGRI NIH HHS,NHGRI NIH HHS,NINDS NIH HHS","R01NS45012,HHSN268200782096C,R01 DA013423,U01HG004436,U01 HG004735,U01 HG004738,N01HC55020,U01HG004446,UL1RR025005,CA54281,N01HC-55021,P01CA089392,U01HG004726,U01 HG004423-02,U01HG004438,R01 NS045012,R01 DK058845,U01 HG004728,U01 HG004438,U01 NS069208-01,U10AA008401,U01 HG004446,U01 HG004422-02,N01HC55018,U01 HG004436-02,R01HL59367,UL1 RR025005,U01HG004738,U01HG004415,R01EY015473,U01 DE018993,R01 HL059367,U01HG004735,U01 HG004415-02,P01 CA089392,NA,R01 DE014899,R01 HL086694,U01 HG004728-02,U01 HG004735-02,Z01 CP010200,U01 HG004402,U01HG004728,U01HG004399,U01 HG004424,N01HC55022,N01HC55015,U01 HG004415,U01HG004402,U01HG004422,CA63464,U01 HG004446-04,R01DA013423,U01 HG004729,P30 DK072488,U01 HG004422,U01HG04424,R01HL087641,R01 CA063464,Z01 CP010200-03,U01 DE018903-02,U01DE018993,U01HG004423,R01 EY015473,N01HC55016,U01 HG004738-01,R01 CA054281,U01DE018903,U01 CA063464,U01HG004729,N01HC55019,U01 DE018903,U01 HG004436,U10 AA008401,R01 EY015872,U01 HG004423,N01HC-55020,N01HC55021,R01 HL087641,U01 HG004399-02,U01 CA136792,U01 HG004726-02,R37 CA054281,U01 HG004399,CA136792,R01EY015872,R01HL086694,U01 HG004402-02,U01 HG004726,R01 NS045012-05","NA,NA,PA-99-113,RFA-HG-07-012,RFA-HG-07-012,RFA-HG-07-012,NA,RFA-HG-06-032,RFA-RM-07-002,NA,NA,NA,RFA-HG-07-012,NA,RFA-HG-06-014,NA,PA-07-070,RFA-HG-07-012,RFA-HG-06-014,NA,PA-18-591/RFA-AA-14-001/RFA-AA-93-002/RFA-AA-19-001/PA-20-272/RFA-AA-89-01A/0/RFA-AA-09-005/PA-14-077,RFA-HG-06-032,NA,NA,NA,NA,RFA-RM-07-002,RFA-HG-07-012,RFA-HG-06-033,PA-11-260/PA-16-160/PA-07-070,RFA-HG-06-033,PA-11-260/PA-19-056/PA-07-070/PA-16-160,RFA-HG-07-012,NA,NA,NA,PA-13-302/PA-07-070,PA-10-067/PA-18-590/PA-20-185/PA-16-160,NA,NA,NA,RFA-HG-06-033,RFA-HG-07-012,RFA-HG-06-033,RFA-HG-06-014,NA,NA,RFA-HG-06-033,RFA-HG-06-033,RFA-HG-06-033,NA,NA,PA-99-113,RFA-HG-07-012,RFA-DK-04-016/RFA-DK-09-006/RFA-DK-14-002,RFA-HG-06-033,NA,RFA-HL-06-012,NA,NA,NA,RFA-HG-06-033,RFA-HG-06-033,PA-11-260/PA-16-160/PA-07-070,NA,NA,NA,RFA-HG-06-033,NA,RFA-HG-07-012,NA,RFA-HG-06-033,RFA-HG-07-012,PA-18-591/RFA-AA-14-001/RFA-AA-93-002/RFA-AA-19-001/PA-20-272/RFA-AA-89-01A/0/RFA-AA-09-005/PA-14-077,NA,RFA-HG-06-033,NA,NA,RFA-HL-06-012,NA,PA-07-070,NA,PAS-02-009,RFA-HG-06-033,PA-07-070,NA,PA-10-067/PA-18-590/PA-20-185/PA-16-160,NA,RFA-HG-07-012,NA"
349,SilveiraM2018a,2018,510402,Population Assessment of Tobacco and Health,PATH,Longitudinal Studies|Population Surveillance,Substance-Related Disorders|Tobacco Use|Tobacco Use Disorder,"Whether ever tabacco use predicted subsequent substance use, and ever substance use predicted subsequent tobacco use amongt 11,996 U.S. youth.","NIDA NIH HHS,Intramural NIH HHS","HHSN271201100027C,Z99 DA999999","NA,NA"
351,HankinsJ2018a,2018,10101|11601|11801|820201|830101,Sickle Cell Clinical Research and Intervention Program,SCCRIP,Follow-Up Studies|Longitudinal Studies|Prospective Studies|Research Design|Sampling Studies,"Anemia, Sickle Cell|Disease Progression|Hemoglobinopathies",To conduct research in a clinically evaluated cohort of individuals with SCD across their lifetime.,,,
352,DanosD2018a,2018,210201,Louisiana Tumor Registry,LTR,Registry|Disease Surveillance,Hepatocellular Carcinoma,A population-based study to explore whether social determinants at the neighborhood level are geographically associated with HCC incidence in LA by examining the association of HCC incidence with neighborhood concentrated disadvantage.,"NIMHD NIH HHS,NIMHD NIH HHS,NIGMS NIH HHS,NIMHD NIH HHS","R15 MD012387,R24 MD008121,U54 GM104940,U54 MD008176","PA-16-200,RFA-MD-12-006,RFA-MD-12-007"
355,LeeS2018a,2018,20704|21501|21601|40301,Supportive Text-messaging Against Regain,STAR,Feasibility Studies,Health Behavior|Obesity,"A feasibility study was conducted to examine the feasibility, acceptability, and potential efficacy of a 16-week intervention protocol for weight loss and management tha tcombined daily text messages and biweekly peer group sessions.",,,
356,McClureE2018a,2018,30804,Achieving Cannabis Cessation: Evaluating N-Acetylcysteine Treatment,ACCENT,Observational Study,Cigarette Smoking|Marijuana Abuse|Smoking Cessation|Tobacco Use|Tobacco Use Disorder,"While data suggests that tobacco users have more difficulty achieving cannabis cessation, secondary analysis of clinical trial data sets may provide insight into moderating variables contributing to this relationship.","NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS,NIDA NIH HHS","K01 DA036739,K23 DA042130,U10 DA013727,UG1 DA013727","PA-11-190,PA-16-198,RFA-DA-05-001/RFA-DA-10-009,PA-16-287/RFA-DA-20-024/RFA-DA-15-008/PA-18-591"
359,HoffbergA2018a,2018,,,,,"Self-Injurious Behavior|Suicide, Attempted",,,,
361,HuserV2018a,2018,,,,Clinical Trials as Topic|Data Anonymization,,,,,
362,VargheseJ2018a,2018,,,,,,,,,
363,CastnerJ2018a,2018,60101|770101,Community interest and feasibility of using a novel smartphone-based formaldehyde exposure detection technology,,Cross-Sectional Studies|Surveys and Questionnaires,Respiratory Hypersensitivity,To develop a residential fromaldhyde detection system.,NSF,1645048,
365,ChenL2018c,2018,21602,Body composition measurement in young children using quantitative magnetic resonance: a comparison with air displacement plethysmography,,Cross-Sectional Studies,Body Composition,Compared body composition measurement by QMR and air displacement plethysmography in preschool children from Singapore''s multi-ethnic Asian population,"British Heart Foundation,Medical Research Council,Medical Research Council,Medical Research Council,Medical Research Council,Medical Research Council","RG/15/17/31749,MC_U147574226,MC_UP_A620_1017,MC_U147574222,MC_UU_12011/4,MR/J000094/1","NA,NA,NA,NA,NA,NA"
366,LauschA2018a,2018,,,,,,,,,
367,MerzE2018b,2018,120203|120503|180401,"Pediatric Imaging, Neurocognition and Genetics Study",PING,Cross-Sectional Studies,Adolescent Behavior|Child Behavior|Depression|Impulsive Behavior,"Examined associations of brain structure with anxiety, depression, and impulsivity in children and adolescents. ","NIDA NIH HHS,NIMH NIH HHS","RC2 DA029475,T32 MH013043","RFA-OD-09-004,PA-02-109/PA-16-152/PA-11-184"
369,CummingsJ2018a,2018,,,,,Alzheimer Disease,,NIGMS NIH HHS,P20 GM109025,PAR-14-035
370,EsrickE2018a,2018,,,,,"Anemia, Sickle Cell",,"NIDDK NIH HHS,NHLBI NIH HHS","K08 DK093705,P01 HL032262","PA-10-059,PAR-10-285/PAR-13-316"
371,ShenoyS2018a,2018,,,,Mass Screening,Hemoglobinopathies,,"NHLBI NIH HHS,NCI NIH HHS","U10 HL069294,R13 CA159788","PAS-12-168/RFA-HL-11-028,PA-10-071"
372,SinghA2018a,2018,,,,,"Hypertension|Stress, Psychological",,"NHLBI NIH HHS,National Heart Lung and Blood Institute","P01 HL036587,P01HL036587","PAR-13-316,PAR-13-316"
